Time,Team,Operation,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss,Status
183.778796,basic_plus_polyorder,Tick,173,189,-16,16,150000,150000,3499,114001,114001,OK
183.778796,hybrid,Tick,280,296,-16,16,150000,150000,7088,24112,24112,OK
183.778796,japanese_paper,Tick,409,434,-25,25,150000,150000,10834,-3734,-3734,OK
183.778796,bpp_arb,Tick,1074,1127,-53,53,150000,150000,-31837,216937,216937,OK
183.98982,basic_plus,Tick,429,455,-26,26,150000,150000,3520,149780,149780,OK
183.98982,arbtr_dyn_FAK,Tick,103,128,-25,25,150000,150000,6859,29541,29541,OK
183.98982,arbtr_dyn_GFD,Tick,221,254,-33,33,150000,150000,5989,46211,46211,OK
183.98982,basic_plus_polyorder,Tick,173,189,-16,16,150000,150000,3499,114001,114001,OK
183.98982,hybrid,Tick,280,296,-16,16,150000,150000,7088,24112,24112,OK
183.98982,japanese_paper,Tick,409,434,-25,25,150000,150000,10834,-3734,-3734,OK
183.98982,bpp_arb,Tick,1083,1127,-44,44,150000,150000,-31972,217072,217072,OK
184.230129,basic_plus,Tick,429,455,-26,26,150000,149700,3520,149780,144580,OK
184.230129,arbtr_dyn_FAK,Tick,103,128,-25,25,150000,149700,6859,29541,24541,OK
184.230129,arbtr_dyn_GFD,Tick,221,254,-33,33,150000,149700,5989,46211,39611,OK
184.230129,basic_plus_polyorder,Tick,173,189,-16,16,150000,149700,3499,114001,110801,OK
184.230129,hybrid,Tick,280,296,-16,16,150000,149700,7088,24112,20912,OK
184.230129,japanese_paper,Tick,409,434,-25,25,150000,149700,10834,-3734,-8734,OK
184.230129,bpp_arb,Tick,1083,1127,-44,44,150000,149700,-31972,217072,208272,OK
184.500511,basic_plus,Tick,429,455,-26,26,150000,149700,3520,149780,144580,OK
184.500511,arbtr_dyn_FAK,Tick,103,128,-25,25,150000,149700,6859,29541,24541,OK
184.500511,arbtr_dyn_GFD,Tick,221,254,-33,33,150000,149700,5989,46211,39611,OK
184.500511,basic_plus_polyorder,Tick,173,189,-16,16,150000,149700,3499,114001,110801,OK
184.500511,hybrid,Tick,280,306,-26,26,150000,149700,7388,24812,19612,OK
184.500511,japanese_paper,Tick,419,434,-15,15,150000,149700,10684,-6584,-9584,OK
184.500511,bpp_arb,Tick,1083,1127,-44,44,150000,149700,-31972,217072,208272,OK
184.762239,basic_plus,Tick,429,455,-26,26,149700,149700,3520,149780,149780,OK
184.762239,arbtr_dyn_FAK,Tick,103,128,-25,25,149700,149700,6859,29541,29541,OK
184.762239,arbtr_dyn_GFD,Tick,221,254,-33,33,149700,149700,5989,46211,46211,OK
184.762239,basic_plus_polyorder,Tick,173,189,-16,16,149700,149700,3499,114001,114001,OK
184.762239,hybrid,Tick,280,306,-26,26,149700,149700,7388,24812,24812,OK
184.762239,japanese_paper,Tick,429,434,-5,5,149700,149700,10534,-8434,-8434,OK
184.762239,bpp_arb,Tick,1107,1127,-20,20,149700,149700,-31253,216353,216353,OK
184.978921,basic_plus,Tick,459,455,4,-4,149700,150000,4418,151882,150682,OK
184.978921,arbtr_dyn_FAK,Tick,113,128,-15,15,149700,150000,7158,30242,34742,OK
184.978921,arbtr_dyn_GFD,Tick,231,254,-23,23,149700,150000,6288,46912,53812,OK
184.978921,basic_plus_polyorder,Tick,173,189,-16,16,149700,150000,3499,114001,118801,OK
184.978921,hybrid,Tick,300,306,-6,6,149700,150000,7986,26214,28014,OK
184.978921,japanese_paper,Tick,429,434,-5,5,149700,150000,10534,-8434,-6934,OK
184.978921,bpp_arb,Tick,1107,1127,-20,20,149700,150000,-31253,216353,222353,OK
185.244612,basic_plus,Tick,459,455,4,-4,149700,150000,4418,151882,150682,OK
185.244612,arbtr_dyn_FAK,Tick,113,128,-15,15,149700,150000,7158,30242,34742,OK
185.244612,arbtr_dyn_GFD,Tick,231,254,-23,23,149700,150000,6288,46912,53812,OK
185.244612,basic_plus_polyorder,Tick,173,189,-16,16,149700,150000,3499,114001,118801,OK
185.244612,hybrid,Tick,300,306,-6,6,149700,150000,7986,26214,28014,OK
185.244612,japanese_paper,Tick,429,434,-5,5,149700,150000,10534,-8434,-6934,OK
185.244612,bpp_arb,Tick,1107,1127,-20,20,149700,150000,-31253,216353,222353,OK
185.510183,basic_plus,Tick,459,455,4,-4,149700,150000,4418,151882,150682,OK
185.510183,arbtr_dyn_FAK,Tick,113,128,-15,15,149700,150000,7158,30242,34742,OK
185.510183,arbtr_dyn_GFD,Tick,231,254,-23,23,149700,150000,6288,46912,53812,OK
185.510183,basic_plus_polyorder,Tick,173,189,-16,16,149700,150000,3499,114001,118801,OK
185.510183,hybrid,Tick,300,306,-6,6,149700,150000,7986,26214,28014,OK
185.510183,japanese_paper,Tick,429,434,-5,5,149700,150000,10534,-8434,-6934,OK
185.510183,bpp_arb,Tick,1107,1127,-20,20,149700,150000,-31253,216353,222353,OK
185.772834,basic_plus,Tick,459,455,4,-4,149700,150000,4418,151882,150682,OK
185.772834,arbtr_dyn_FAK,Tick,113,128,-15,15,149700,150000,7158,30242,34742,OK
185.772834,arbtr_dyn_GFD,Tick,231,254,-23,23,149700,150000,6288,46912,53812,OK
185.772834,basic_plus_polyorder,Tick,173,189,-16,16,149700,150000,3499,114001,118801,OK
185.772834,hybrid,Tick,300,306,-6,6,149700,150000,7986,26214,28014,OK
185.772834,japanese_paper,Tick,429,434,-5,5,149700,150000,10534,-8434,-6934,OK
185.772834,bpp_arb,Tick,1107,1127,-20,20,149700,150000,-31253,216353,222353,OK
186.012241,basic_plus,Tick,459,455,4,-4,149700,150000,4418,151882,150682,OK
186.012241,arbtr_dyn_FAK,Tick,113,128,-15,15,149700,150000,7158,30242,34742,OK
186.012241,arbtr_dyn_GFD,Tick,231,254,-23,23,149700,150000,6288,46912,53812,OK
186.012241,basic_plus_polyorder,Tick,173,189,-16,16,149700,150000,3499,114001,118801,OK
186.012241,hybrid,Tick,300,306,-6,6,149700,150000,7986,26214,28014,OK
186.012241,japanese_paper,Tick,429,434,-5,5,149700,150000,10534,-8434,-6934,OK
186.012241,bpp_arb,Tick,1107,1127,-20,20,149700,150000,-31253,216353,222353,OK
186.246557,basic_plus,Tick,459,455,4,-4,149700,149800,4418,151882,151482,OK
186.246557,arbtr_dyn_FAK,Tick,113,128,-15,15,149700,149800,7158,30242,31742,OK
186.246557,arbtr_dyn_GFD,Tick,231,254,-23,23,149700,149800,6288,46912,49212,OK
186.246557,basic_plus_polyorder,Tick,173,189,-16,16,149700,149800,3499,114001,115601,OK
186.246557,hybrid,Tick,300,306,-6,6,149700,149800,7986,26214,26814,OK
186.246557,japanese_paper,Tick,429,434,-5,5,149700,149800,10534,-8434,-7934,OK
186.246557,bpp_arb,Tick,1107,1127,-20,20,149700,149800,-31253,216353,218353,OK
186.538519,basic_plus,Tick,459,455,4,-4,149600,149800,4418,151882,151082,OK
186.538519,arbtr_dyn_FAK,Tick,113,128,-15,15,149600,149800,7158,30242,33242,OK
186.538519,arbtr_dyn_GFD,Tick,231,254,-23,23,149600,149800,6288,46912,51512,OK
186.538519,basic_plus_polyorder,Tick,173,189,-16,16,149600,149800,3499,114001,117201,OK
186.538519,hybrid,Tick,300,306,-6,6,149600,149800,7986,26214,27414,OK
186.538519,japanese_paper,Tick,429,434,-5,5,149600,149800,10534,-8434,-7434,OK
186.538519,bpp_arb,Tick,1127,1127,0,0,149600,149800,-31552,216652,216652,OK
186.721398,basic_plus,Tick,459,455,4,-4,149600,149800,4418,151882,151082,OK
186.721398,arbtr_dyn_FAK,Tick,113,128,-15,15,149600,149800,7158,30242,33242,OK
186.721398,arbtr_dyn_GFD,Tick,231,254,-23,23,149600,149800,6288,46912,51512,OK
186.721398,basic_plus_polyorder,Tick,173,189,-16,16,149600,149800,3499,114001,117201,OK
186.721398,hybrid,Tick,300,306,-6,6,149600,149800,7986,26214,27414,OK
186.721398,japanese_paper,Tick,429,434,-5,5,149600,149800,10534,-8434,-7434,OK
186.721398,bpp_arb,Tick,1127,1127,0,0,149600,149800,-31552,216652,216652,OK
187.041002,basic_plus,Tick,459,455,4,-4,149600,149800,4418,151882,151082,OK
187.041002,arbtr_dyn_FAK,Tick,113,128,-15,15,149600,149800,7158,30242,33242,OK
187.041002,arbtr_dyn_GFD,Tick,231,254,-23,23,149600,149800,6288,46912,51512,OK
187.041002,basic_plus_polyorder,Tick,173,189,-16,16,149600,149800,3499,114001,117201,OK
187.041002,hybrid,Tick,300,306,-6,6,149600,149800,7986,26214,27414,OK
187.041002,japanese_paper,Tick,429,434,-5,5,149600,149800,10534,-8434,-7434,OK
187.041002,bpp_arb,Tick,1127,1127,0,0,149600,149800,-31552,216652,216652,OK
187.274594,basic_plus,Tick,459,455,4,-4,149600,149800,4418,151882,151082,OK
187.274594,arbtr_dyn_FAK,Tick,113,128,-15,15,149600,149800,7158,30242,33242,OK
187.274594,arbtr_dyn_GFD,Tick,231,254,-23,23,149600,149800,6288,46912,51512,OK
187.274594,basic_plus_polyorder,Tick,173,189,-16,16,149600,149800,3499,114001,117201,OK
187.274594,hybrid,Tick,300,306,-6,6,149600,149800,7986,26214,27414,OK
187.274594,japanese_paper,Tick,429,434,-5,5,149600,149800,10534,-8434,-7434,OK
187.274594,bpp_arb,Tick,1127,1127,0,0,149600,149800,-31552,216652,216652,OK
187.480015,basic_plus,Tick,459,455,4,-4,149600,149800,4418,151882,151082,OK
187.480015,arbtr_dyn_FAK,Tick,113,128,-15,15,149600,149800,7158,30242,33242,OK
187.480015,arbtr_dyn_GFD,Tick,231,254,-23,23,149600,149800,6288,46912,51512,OK
187.480015,basic_plus_polyorder,Tick,173,189,-16,16,149600,149800,3499,114001,117201,OK
187.480015,hybrid,Tick,300,306,-6,6,149600,149800,7986,26214,27414,OK
187.480015,japanese_paper,Tick,429,434,-5,5,149600,149800,10534,-8434,-7434,OK
187.480015,bpp_arb,Tick,1127,1127,0,0,149600,149800,-31552,216652,216652,OK
187.712105,basic_plus,Tick,459,455,4,-4,149600,150000,4418,151882,150682,OK
187.712105,arbtr_dyn_FAK,Tick,113,128,-15,15,149600,150000,7158,30242,34742,OK
187.712105,arbtr_dyn_GFD,Tick,231,254,-23,23,149600,150000,6288,46912,53812,OK
187.712105,basic_plus_polyorder,Tick,173,189,-16,16,149600,150000,3499,114001,118801,OK
187.712105,hybrid,Tick,300,306,-6,6,149600,150000,7986,26214,28014,OK
187.712105,japanese_paper,Tick,429,434,-5,5,149600,150000,10534,-8434,-6934,OK
187.712105,bpp_arb,Tick,1127,1127,0,0,149600,150000,-31552,216652,216652,OK
187.954054,basic_plus,Tick,459,455,4,-4,149600,150000,4418,151882,150682,OK
187.954054,arbtr_dyn_FAK,Tick,113,128,-15,15,149600,150000,7158,30242,34742,OK
187.954054,arbtr_dyn_GFD,Tick,231,254,-23,23,149600,150000,6288,46912,53812,OK
187.954054,basic_plus_polyorder,Tick,173,189,-16,16,149600,150000,3499,114001,118801,OK
187.954054,hybrid,Tick,300,306,-6,6,149600,150000,7986,26214,28014,OK
187.954054,japanese_paper,Tick,429,434,-5,5,149600,150000,10534,-8434,-6934,OK
187.954054,bpp_arb,Tick,1127,1127,0,0,149600,150000,-31552,216652,216652,OK
188.258934,basic_plus,Tick,460,455,5,-5,150200,150100,4403,152397,152897,OK
188.258934,arbtr_dyn_FAK,Tick,113,128,-15,15,150200,150100,7158,30242,28742,OK
188.258934,arbtr_dyn_GFD,Tick,231,254,-23,23,150200,150100,6288,46912,44612,OK
188.258934,basic_plus_polyorder,Tick,173,189,-16,16,150200,150100,3499,114001,112401,OK
188.258934,hybrid,Tick,300,306,-6,6,150200,150100,7986,26214,25614,OK
188.258934,japanese_paper,Tick,429,434,-5,5,150200,150100,10534,-8434,-8934,OK
188.258934,bpp_arb,Tick,1176,1143,33,-33,150200,150100,-32526,232426,235726,OK
188.450778,basic_plus,Tick,460,455,5,-5,150200,150100,4403,152397,152897,OK
188.450778,arbtr_dyn_FAK,Tick,113,128,-15,15,150200,150100,7158,30242,28742,OK
188.450778,arbtr_dyn_GFD,Tick,231,254,-23,23,150200,150100,6288,46912,44612,OK
188.450778,basic_plus_polyorder,Tick,173,189,-16,16,150200,150100,3499,114001,112401,OK
188.450778,hybrid,Tick,300,306,-6,6,150200,150100,7986,26214,25614,OK
188.450778,japanese_paper,Tick,429,434,-5,5,150200,150100,10534,-8434,-8934,OK
188.450778,bpp_arb,Tick,1176,1143,33,-33,150200,150100,-32526,232426,235726,OK
188.726609,basic_plus,Tick,460,455,5,-5,150200,150100,4403,152397,152897,OK
188.726609,arbtr_dyn_FAK,Tick,113,128,-15,15,150200,150100,7158,30242,28742,OK
188.726609,arbtr_dyn_GFD,Tick,231,254,-23,23,150200,150100,6288,46912,44612,OK
188.726609,basic_plus_polyorder,Tick,173,189,-16,16,150200,150100,3499,114001,112401,OK
188.726609,hybrid,Tick,300,306,-6,6,150200,150100,7986,26214,25614,OK
188.726609,japanese_paper,Tick,429,434,-5,5,150200,150100,10534,-8434,-8934,OK
188.726609,bpp_arb,Tick,1176,1143,33,-33,150200,150100,-32526,232426,235726,OK
189.034757,basic_plus,Tick,460,455,5,-5,150200,150200,4403,152397,152397,OK
189.034757,arbtr_dyn_FAK,Tick,113,128,-15,15,150200,150200,7158,30242,30242,OK
189.034757,arbtr_dyn_GFD,Tick,231,254,-23,23,150200,150200,6288,46912,46912,OK
189.034757,basic_plus_polyorder,Tick,173,189,-16,16,150200,150200,3499,114001,114001,OK
189.034757,hybrid,Tick,300,306,-6,6,150200,150200,7986,26214,26214,OK
189.034757,japanese_paper,Tick,429,434,-5,5,150200,150200,10534,-8434,-8434,OK
189.034757,bpp_arb,Tick,1176,1143,33,-33,150200,150200,-32526,232426,232426,OK
189.255773,basic_plus,Tick,460,455,5,-5,150200,150200,4403,152397,152397,OK
189.255773,arbtr_dyn_FAK,Tick,113,128,-15,15,150200,150200,7158,30242,30242,OK
189.255773,arbtr_dyn_GFD,Tick,231,254,-23,23,150200,150200,6288,46912,46912,OK
189.255773,basic_plus_polyorder,Tick,173,189,-16,16,150200,150200,3499,114001,114001,OK
189.255773,hybrid,Tick,300,306,-6,6,150200,150200,7986,26214,26214,OK
189.255773,japanese_paper,Tick,429,434,-5,5,150200,150200,10534,-8434,-8434,OK
189.255773,bpp_arb,Tick,1176,1143,33,-33,150200,150200,-32526,232426,232426,OK
189.479698,basic_plus,Tick,460,455,5,-5,150300,150200,4403,152397,152897,OK
189.479698,arbtr_dyn_FAK,Tick,123,128,-5,5,150300,150200,7459,30941,30441,OK
189.479698,arbtr_dyn_GFD,Tick,231,274,-43,43,150300,150200,5988,43212,38912,OK
189.479698,basic_plus_polyorder,Tick,173,189,-16,16,150300,150200,3499,114001,112401,OK
189.479698,hybrid,Tick,320,306,14,-14,150300,150200,8587,27613,29013,OK
189.479698,japanese_paper,Tick,429,434,-5,5,150300,150200,10534,-8434,-8934,OK
189.479698,bpp_arb,Tick,1176,1143,33,-33,150300,150200,-32526,232426,235726,OK
189.739392,basic_plus,Tick,460,455,5,-5,150200,150200,4403,152397,152397,OK
189.739392,arbtr_dyn_FAK,Tick,123,128,-5,5,150200,150200,7459,30941,30941,OK
189.739392,arbtr_dyn_GFD,Tick,231,274,-43,43,150200,150200,5988,43212,43212,OK
189.739392,basic_plus_polyorder,Tick,173,189,-16,16,150200,150200,3499,114001,114001,OK
189.739392,hybrid,Tick,320,306,14,-14,150200,150200,8587,27613,27613,OK
189.739392,japanese_paper,Tick,429,434,-5,5,150200,150200,10534,-8434,-8434,OK
189.739392,bpp_arb,Tick,1178,1143,35,-35,150200,150200,-32556,232656,232656,OK
189.953153,basic_plus,Tick,460,455,5,-5,150300,150200,4403,152397,152897,OK
189.953153,arbtr_dyn_FAK,Tick,133,128,5,-5,150300,150200,7760,31640,32140,OK
189.953153,arbtr_dyn_GFD,Tick,241,274,-33,33,150300,150200,6289,43911,40611,OK
189.953153,basic_plus_polyorder,Tick,173,189,-16,16,150300,150200,3499,114001,112401,OK
189.953153,hybrid,Tick,320,306,14,-14,150300,150200,8587,27613,29013,OK
189.953153,japanese_paper,Tick,429,434,-5,5,150300,150200,10534,-8434,-8934,OK
189.953153,bpp_arb,Tick,1178,1143,35,-35,150300,150200,-32556,232656,236156,OK
190.222686,basic_plus,Tick,460,455,5,-5,150300,150300,4403,152397,152397,OK
190.222686,arbtr_dyn_FAK,Tick,133,128,5,-5,150300,150300,7760,31640,31640,OK
190.222686,arbtr_dyn_GFD,Tick,241,274,-33,33,150300,150300,6289,43911,43911,OK
190.222686,basic_plus_polyorder,Tick,173,189,-16,16,150300,150300,3499,114001,114001,OK
190.222686,hybrid,Tick,320,306,14,-14,150300,150300,8587,27613,27613,OK
190.222686,japanese_paper,Tick,429,434,-5,5,150300,150300,10534,-8434,-8434,OK
190.222686,bpp_arb,Tick,1178,1143,35,-35,150300,150300,-32556,232656,232656,OK
190.533278,basic_plus,Tick,460,455,5,-5,150200,150300,4403,152397,151897,OK
190.533278,arbtr_dyn_FAK,Tick,133,128,5,-5,150200,150300,7760,31640,31140,OK
190.533278,arbtr_dyn_GFD,Tick,241,274,-33,33,150200,150300,6289,43911,47211,OK
190.533278,basic_plus_polyorder,Tick,173,189,-16,16,150200,150300,3499,114001,115601,OK
190.533278,hybrid,Tick,320,316,4,-4,150200,150300,8887,26313,25913,OK
190.533278,japanese_paper,Tick,439,444,-5,5,150200,150300,10684,-10584,-10084,OK
190.533278,bpp_arb,Tick,1188,1143,45,-45,150200,150300,-32706,231806,227306,OK
190.785143,basic_plus,Tick,460,455,5,-5,150200,150300,4403,152397,151897,OK
190.785143,arbtr_dyn_FAK,Tick,133,128,5,-5,150200,150300,7760,31640,31140,OK
190.785143,arbtr_dyn_GFD,Tick,241,274,-33,33,150200,150300,6289,43911,47211,OK
190.785143,basic_plus_polyorder,Tick,173,189,-16,16,150200,150300,3499,114001,115601,OK
190.785143,hybrid,Tick,320,316,4,-4,150200,150300,8887,26313,25913,OK
190.785143,japanese_paper,Tick,439,444,-5,5,150200,150300,10684,-10584,-10084,OK
190.785143,bpp_arb,Tick,1188,1143,45,-45,150200,150300,-32706,231806,227306,OK
191.021371,basic_plus,Tick,460,455,5,-5,149800,150300,4403,152397,150897,OK
191.021371,arbtr_dyn_FAK,Tick,133,128,5,-5,149800,150300,7760,31640,30140,OK
191.021371,arbtr_dyn_GFD,Tick,241,274,-33,33,149800,150300,6289,43911,53811,OK
191.021371,basic_plus_polyorder,Tick,173,189,-16,16,149800,150300,3499,114001,118801,OK
191.021371,hybrid,Tick,320,316,4,-4,149800,150300,8887,26313,25113,OK
191.021371,japanese_paper,Tick,449,444,5,-5,149800,150300,10534,-10434,-11934,OK
191.021371,bpp_arb,Tick,1189,1143,46,-46,149800,150300,-32721,231921,218121,OK
191.209392,basic_plus,Tick,460,455,5,-5,150200,150400,4403,152397,151397,OK
191.209392,arbtr_dyn_FAK,Tick,133,128,5,-5,150200,150400,7760,31640,30640,OK
191.209392,arbtr_dyn_GFD,Tick,251,274,-23,23,150200,150400,6589,43611,48211,OK
191.209392,basic_plus_polyorder,Tick,173,189,-16,16,150200,150400,3499,114001,117201,OK
191.209392,hybrid,Tick,320,316,4,-4,150200,150400,8887,26313,25513,OK
191.209392,japanese_paper,Tick,449,444,5,-5,150200,150400,10534,-10434,-11434,OK
191.209392,bpp_arb,Tick,1189,1153,36,-36,150200,150400,-32871,230071,222871,OK
191.529923,basic_plus,Tick,490,455,35,-35,150400,150700,5305,160495,149995,OK
191.529923,arbtr_dyn_FAK,Tick,133,128,5,-5,150400,150700,7760,31640,30140,OK
191.529923,arbtr_dyn_GFD,Tick,316,274,42,-42,150400,150700,8543,58157,45557,OK
191.529923,basic_plus_polyorder,Tick,193,189,4,-4,150400,150700,4100,119400,118200,OK
191.529923,hybrid,Tick,320,316,4,-4,150400,150700,8887,26313,25113,OK
191.529923,japanese_paper,Tick,449,444,5,-5,150400,150700,10534,-10434,-11934,OK
191.529923,bpp_arb,Tick,1189,1207,-18,18,150400,150700,-33683,201483,206883,OK
191.712196,basic_plus,Tick,490,455,35,-35,150400,150800,5305,160495,149995,OK
191.712196,arbtr_dyn_FAK,Tick,133,128,5,-5,150400,150800,7760,31640,30140,OK
191.712196,arbtr_dyn_GFD,Tick,316,274,42,-42,150400,150800,8543,58157,45557,OK
191.712196,basic_plus_polyorder,Tick,193,189,4,-4,150400,150800,4100,119400,118200,OK
191.712196,hybrid,Tick,320,316,4,-4,150400,150800,8887,26313,25113,OK
191.712196,japanese_paper,Tick,449,444,5,-5,150400,150800,10534,-10434,-11934,OK
191.712196,bpp_arb,Tick,1189,1207,-18,18,150400,150800,-33683,201483,206883,OK
192.052757,basic_plus,Tick,490,455,35,-35,150500,150800,5305,160495,149995,OK
192.052757,arbtr_dyn_FAK,Tick,143,128,15,-15,150500,150800,8061,32339,27839,OK
192.052757,arbtr_dyn_GFD,Tick,316,274,42,-42,150500,150800,8543,58157,45557,OK
192.052757,basic_plus_polyorder,Tick,193,189,4,-4,150500,150800,4100,119400,118200,OK
192.052757,hybrid,Tick,332,316,16,-16,150500,150800,9248,27152,22352,OK
192.052757,japanese_paper,Tick,449,444,5,-5,150500,150800,10534,-10434,-11934,OK
192.052757,bpp_arb,Tick,1189,1207,-18,18,150500,150800,-33683,201483,206883,OK
192.249071,basic_plus,Tick,490,455,35,-35,150400,150700,5305,160495,149995,OK
192.249071,arbtr_dyn_FAK,Tick,143,128,15,-15,150400,150700,8061,32339,27839,OK
192.249071,arbtr_dyn_GFD,Tick,316,274,42,-42,150400,150700,8543,58157,45557,OK
192.249071,basic_plus_polyorder,Tick,213,189,24,-24,150400,150700,3799,123701,116501,OK
192.249071,hybrid,Tick,340,316,24,-24,150400,150700,9128,28072,20872,OK
192.249071,japanese_paper,Tick,449,444,5,-5,150400,150700,10534,-10434,-11934,OK
192.249071,bpp_arb,Tick,1232,1207,25,-25,150400,150700,-34330,210730,203230,OK
192.46126,basic_plus,Tick,490,455,35,-35,150400,150700,5305,160495,149995,OK
192.46126,arbtr_dyn_FAK,Tick,143,128,15,-15,150400,150700,8061,32339,27839,OK
192.46126,arbtr_dyn_GFD,Tick,316,274,42,-42,150400,150700,8543,58157,45557,OK
192.46126,basic_plus_polyorder,Tick,213,189,24,-24,150400,150700,3799,123701,116501,OK
192.46126,hybrid,Tick,340,316,24,-24,150400,150700,9128,28072,20872,OK
192.46126,japanese_paper,Tick,449,444,5,-5,150400,150700,10534,-10434,-11934,OK
192.46126,bpp_arb,Tick,1232,1207,25,-25,150400,150700,-34330,210730,203230,OK
192.703383,basic_plus,Tick,490,455,35,-35,150900,150700,5305,160495,167495,OK
192.703383,arbtr_dyn_FAK,Tick,143,128,15,-15,150900,150700,8061,32339,35339,OK
192.703383,arbtr_dyn_GFD,Tick,316,274,42,-42,150900,150700,8543,58157,66557,OK
192.703383,basic_plus_polyorder,Tick,213,189,24,-24,150900,150700,3799,123701,128501,OK
192.703383,hybrid,Tick,340,316,24,-24,150900,150700,9128,28072,32872,OK
192.703383,japanese_paper,Tick,449,444,5,-5,150900,150700,10534,-10434,-9434,OK
192.703383,bpp_arb,Tick,1232,1207,25,-25,150900,150700,-34330,210730,215730,OK
192.968606,basic_plus,Tick,490,455,35,-35,150900,150500,5305,160495,170995,OK
192.968606,arbtr_dyn_FAK,Tick,143,128,15,-15,150900,150500,8061,32339,36839,OK
192.968606,arbtr_dyn_GFD,Tick,316,274,42,-42,150900,150500,8543,58157,70757,OK
192.968606,basic_plus_polyorder,Tick,213,189,24,-24,150900,150500,3799,123701,130901,OK
192.968606,hybrid,Tick,340,316,24,-24,150900,150500,9128,28072,35272,OK
192.968606,japanese_paper,Tick,449,444,5,-5,150900,150500,10534,-10434,-8934,OK
192.968606,bpp_arb,Tick,1232,1207,25,-25,150900,150500,-34330,210730,218230,OK
193.274349,basic_plus,Tick,490,455,35,-35,150600,150500,5305,160495,163995,OK
193.274349,arbtr_dyn_FAK,Tick,143,128,15,-15,150600,150500,8061,32339,33839,OK
193.274349,arbtr_dyn_GFD,Tick,316,274,42,-42,150600,150500,8543,58157,62357,OK
193.274349,basic_plus_polyorder,Tick,213,189,24,-24,150600,150500,3799,123701,126101,OK
193.274349,hybrid,Tick,340,319,21,-21,150600,150500,9218,27682,29782,OK
193.274349,japanese_paper,Tick,459,444,15,-15,150600,150500,10384,-11284,-9784,OK
193.274349,bpp_arb,Tick,1244,1207,37,-37,150600,150500,-34511,209711,213411,OK
193.490104,basic_plus,Tick,490,455,35,-35,150300,150500,5305,160495,153495,OK
193.490104,arbtr_dyn_FAK,Tick,143,128,15,-15,150300,150500,8061,32339,29339,OK
193.490104,arbtr_dyn_GFD,Tick,316,294,22,-22,150300,150500,9144,54756,50356,OK
193.490104,basic_plus_polyorder,Tick,213,189,24,-24,150300,150500,3799,123701,118901,OK
193.490104,hybrid,Tick,340,319,21,-21,150300,150500,9218,27682,23482,OK
193.490104,japanese_paper,Tick,469,454,15,-15,150300,150500,10535,-13435,-16435,OK
193.490104,bpp_arb,Tick,1264,1207,57,-57,150300,150500,-34811,208811,197411,OK
193.707961,basic_plus,Tick,490,455,35,-35,150300,150500,5305,160495,153495,OK
193.707961,arbtr_dyn_FAK,Tick,143,128,15,-15,150300,150500,8061,32339,29339,OK
193.707961,arbtr_dyn_GFD,Tick,316,294,22,-22,150300,150500,9144,54756,50356,OK
193.707961,basic_plus_polyorder,Tick,213,189,24,-24,150300,150500,3799,123701,118901,OK
193.707961,hybrid,Tick,340,319,21,-21,150300,150500,9218,27682,23482,OK
193.707961,japanese_paper,Tick,469,454,15,-15,150300,150500,10535,-13435,-16435,OK
193.707961,bpp_arb,Tick,1264,1207,57,-57,150300,150500,-34811,208811,197411,OK
194.030138,basic_plus,Tick,490,455,35,-35,150300,150500,5305,160495,153495,OK
194.030138,arbtr_dyn_FAK,Tick,143,128,15,-15,150300,150500,8061,32339,29339,OK
194.030138,arbtr_dyn_GFD,Tick,316,294,22,-22,150300,150500,9144,54756,50356,OK
194.030138,basic_plus_polyorder,Tick,213,189,24,-24,150300,150500,3799,123701,118901,OK
194.030138,hybrid,Tick,340,319,21,-21,150300,150500,9218,27682,23482,OK
194.030138,japanese_paper,Tick,469,454,15,-15,150300,150500,10535,-13435,-16435,OK
194.030138,bpp_arb,Tick,1264,1207,57,-57,150300,150500,-34811,208811,197411,OK
194.287905,basic_plus,Tick,490,455,35,-35,150300,150500,5305,160495,153495,OK
194.287905,arbtr_dyn_FAK,Tick,143,128,15,-15,150300,150500,8061,32339,29339,OK
194.287905,arbtr_dyn_GFD,Tick,316,294,22,-22,150300,150500,9144,54756,50356,OK
194.287905,basic_plus_polyorder,Tick,213,189,24,-24,150300,150500,3799,123701,118901,OK
194.287905,hybrid,Tick,340,319,21,-21,150300,150500,9218,27682,23482,OK
194.287905,japanese_paper,Tick,469,454,15,-15,150300,150500,10535,-13435,-16435,OK
194.287905,bpp_arb,Tick,1264,1207,57,-57,150300,150500,-34811,208811,197411,OK
194.528812,basic_plus,Tick,490,455,35,-35,150300,150500,5305,160495,153495,OK
194.528812,arbtr_dyn_FAK,Tick,143,128,15,-15,150300,150500,8061,32339,29339,OK
194.528812,arbtr_dyn_GFD,Tick,316,294,22,-22,150300,150500,9144,54756,50356,OK
194.528812,basic_plus_polyorder,Tick,213,189,24,-24,150300,150500,3799,123701,118901,OK
194.528812,hybrid,Tick,340,319,21,-21,150300,150500,9218,27682,23482,OK
194.528812,japanese_paper,Tick,469,454,15,-15,150300,150500,10535,-13435,-16435,OK
194.528812,bpp_arb,Tick,1264,1207,57,-57,150300,150500,-34811,208811,197411,OK
